,strain,gene,hit_score
1533,Butyricicoccus_pullicaecorum,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,514.7
1534,Butyricicoccus_pullicaecorum,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,67.7
1535,Butyricicoccus_pullicaecorum,methylmalonyl-CoA-epimerase-EC5-1-99-1,51.8
1536,Butyricicoccus_pullicaecorum,methylmalonyl-CoA-mutase-EC5-4-99-2,17.7
1537,Butyricimonas-virosa-DSM-23226-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,95.7
1538,Butyricimonas-virosa-DSM-23226-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.4
1539,Butyricimonas-virosa-DSM-23226-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,281.7
1540,Butyricimonas-virosa-DSM-23226-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,910.8
1541,Butyricimonas-virosa-DSM-23226-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,230.3
1542,Butyricimonas-virosa-DSM-23226-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,842.9
1543,Butyricimonas_faecihominis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,92.5
1544,Butyricimonas_faecihominis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,631.6
1545,Butyricimonas_faecihominis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,283.0
1546,Butyricimonas_faecihominis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,909.3
1547,Butyricimonas_faecihominis,methylmalonyl-CoA-epimerase-EC5-1-99-1,230.7
1548,Butyricimonas_faecihominis,methylmalonyl-CoA-mutase-EC5-4-99-2,841.7
1549,Butyricimonas_paravirosa,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,93.4
1550,Butyricimonas_paravirosa,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,633.0
1551,Butyricimonas_paravirosa,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,282.4
1552,Butyricimonas_paravirosa,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,911.1
1553,Butyricimonas_paravirosa,methylmalonyl-CoA-epimerase-EC5-1-99-1,230.7
1554,Butyricimonas_paravirosa,methylmalonyl-CoA-mutase-EC5-4-99-2,842.5
1555,Butyricimonas_synergistica,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,101.7
1556,Butyricimonas_synergistica,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,624.6
1557,Butyricimonas_synergistica,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,280.3
1558,Butyricimonas_synergistica,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,907.4
1559,Butyricimonas_synergistica,methylmalonyl-CoA-epimerase-EC5-1-99-1,231.9
1560,Butyricimonas_synergistica,methylmalonyl-CoA-mutase-EC5-4-99-2,842.9
1561,Butyrivibrio-crossotus-DSM-2876-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,91.2
1562,Butyrivibrio-crossotus-DSM-2876-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,613.9
1563,Butyrivibrio-crossotus-DSM-2876-MAF-2,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,545.8
1564,Butyrivibrio-crossotus-DSM-2876-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,791.0
1565,Butyrivibrio-crossotus-DSM-2876-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,12.9
1566,Butyrivibrio-crossotus-DSM-2876-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,16.4
1567,Butyrivibrio_fibrisolvens,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,79.1
1568,Butyrivibrio_fibrisolvens,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,304.8
1569,Butyrivibrio_fibrisolvens,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,537.0
1570,Butyrivibrio_fibrisolvens,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,481.2
1571,Butyrivibrio_fibrisolvens,methylmalonyl-CoA-epimerase-EC5-1-99-1,97.1
1572,Butyrivibrio_fibrisolvens,methylmalonyl-CoA-mutase-EC5-4-99-2,20.7
1573,Caldicoprobacter_faecalis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,100.2
1574,Caldicoprobacter_faecalis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,705.2
1575,Caldicoprobacter_faecalis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,565.6
1576,Caldicoprobacter_faecalis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,909.0
1577,Caldicoprobacter_faecalis,methylmalonyl-CoA-epimerase-EC5-1-99-1,40.9
1578,Caldicoprobacter_faecalis,methylmalonyl-CoA-mutase-EC5-4-99-2,27.4
1579,Campylobacter_coli,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,87.6
1580,Campylobacter_coli,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,70.2
1581,Campylobacter_coli,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,202.8
1582,Campylobacter_coli,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,81.7
1583,Campylobacter_concisus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,89.6
1584,Campylobacter_concisus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,63.8
1585,Campylobacter_concisus,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,201.1
1586,Campylobacter_concisus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,78.9
1587,Campylobacter_concisus,methylmalonyl-CoA-epimerase-EC5-1-99-1,48.7
1588,Campylobacter_curvus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,89.0
1589,Campylobacter_curvus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,63.4
1590,Campylobacter_curvus,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,207.4
1591,Campylobacter_curvus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,82.6
1592,Campylobacter_curvus,methylmalonyl-CoA-epimerase-EC5-1-99-1,46.3
1593,Campylobacter_fetus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,83.3
1594,Campylobacter_fetus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,58.2
1595,Campylobacter_fetus,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,199.6
1596,Campylobacter_fetus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,70.5
1597,Campylobacter_fetus,methylmalonyl-CoA-epimerase-EC5-1-99-1,16.2
1598,Campylobacter_gracilis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,88.3
1599,Campylobacter_gracilis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,71.7
1600,Campylobacter_gracilis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,210.2
1601,Campylobacter_gracilis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,83.2
1602,Campylobacter_gracilis,methylmalonyl-CoA-epimerase-EC5-1-99-1,33.7
1603,Campylobacter_hominis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,88.6
1604,Campylobacter_hominis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,81.2
1605,Campylobacter_hominis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,198.8
1606,Campylobacter_hominis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,93.7
1607,Campylobacter_hyointestinalis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,89.2
1608,Campylobacter_hyointestinalis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,56.6
1609,Campylobacter_hyointestinalis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,205.9
1610,Campylobacter_hyointestinalis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,70.5
1611,Campylobacter_hyointestinalis,methylmalonyl-CoA-epimerase-EC5-1-99-1,16.8
1612,Campylobacter_jejuni,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,88.4
1613,Campylobacter_jejuni,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,69.9
1614,Campylobacter_jejuni,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,202.6
1615,Campylobacter_jejuni,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,79.8
1616,Campylobacter_jejuni,methylmalonyl-CoA-epimerase-EC5-1-99-1,63.5
1617,Campylobacter_lari,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,84.2
1618,Campylobacter_lari,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,67.1
1619,Campylobacter_lari,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,212.0
1620,Campylobacter_lari,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,87.7
1621,Campylobacter_rectus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,96.0
1622,Campylobacter_rectus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,74.6
1623,Campylobacter_rectus,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,219.5
1624,Campylobacter_rectus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,86.5
1625,Campylobacter_rectus,methylmalonyl-CoA-epimerase-EC5-1-99-1,33.3
1626,Campylobacter_showae,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,94.9
1627,Campylobacter_showae,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,75.5
1628,Campylobacter_showae,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,217.5
1629,Campylobacter_showae,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,87.4
1630,Campylobacter_showae,methylmalonyl-CoA-epimerase-EC5-1-99-1,27.6
1631,Campylobacter_upsaliensis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,76.8
1632,Campylobacter_upsaliensis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,67.7
1633,Campylobacter_upsaliensis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,208.3
1634,Campylobacter_upsaliensis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,75.9
1635,Campylobacter_ureolyticus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,75.2
1636,Campylobacter_ureolyticus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,65.5
1637,Campylobacter_ureolyticus,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,206.0
1638,Campylobacter_ureolyticus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,79.5
1639,Campylobacter_ureolyticus,methylmalonyl-CoA-mutase-EC5-4-99-2,11.0
1640,Capnocytophaga_granulosa,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,39.4
1641,Capnocytophaga_granulosa,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,294.7
1642,Capnocytophaga_granulosa,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,444.3
1643,Capnocytophaga_granulosa,methylmalonyl-CoA-epimerase-EC5-1-99-1,44.4
1644,Capnocytophaga_ochracea,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,36.7
1645,Capnocytophaga_ochracea,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,298.3
1646,Capnocytophaga_ochracea,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,441.6
1647,Capnocytophaga_ochracea,methylmalonyl-CoA-epimerase-EC5-1-99-1,13.8
1648,Capnocytophaga_ochracea,methylmalonyl-CoA-mutase-EC5-4-99-2,89.7
1649,Capnocytophaga_sputigena,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,36.8
1650,Capnocytophaga_sputigena,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,297.3
1651,Capnocytophaga_sputigena,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,441.8
1652,Capnocytophaga_sputigena,methylmalonyl-CoA-epimerase-EC5-1-99-1,36.9
1653,Capnocytophaga_sputigena,methylmalonyl-CoA-mutase-EC5-4-99-2,81.8
1654,Cardiobacterium_hominis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,63.8
1655,Cardiobacterium_hominis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,74.2
1656,Cardiobacterium_hominis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,71.4
1657,Cardiobacterium_hominis,methylmalonyl-CoA-epimerase-EC5-1-99-1,31.8
1658,Carnobacterium_inhibens,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,64.3
1659,Carnobacterium_inhibens,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,49.8
1660,Carnobacterium_inhibens,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,336.8
1661,Carnobacterium_inhibens,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,77.9
1662,Carnobacterium_inhibens,methylmalonyl-CoA-epimerase-EC5-1-99-1,59.4
1663,Catabacter_hongkongensis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,97.7
1664,Catabacter_hongkongensis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,360.4
1665,Catabacter_hongkongensis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,565.9
1666,Catabacter_hongkongensis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,549.9
1667,Catabacter_hongkongensis,methylmalonyl-CoA-epimerase-EC5-1-99-1,52.4
1668,Catabacter_hongkongensis,methylmalonyl-CoA-mutase-EC5-4-99-2,19.4
1669,Catenibacterium-mitsuokai-DSM-15897-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,54.7
1670,Catenibacterium-mitsuokai-DSM-15897-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,47.8
1671,Catenibacterium-mitsuokai-DSM-15897-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,69.6
1672,Catenibacterium-mitsuokai-DSM-15897-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,55.2
1673,Catenibacterium-mitsuokai-DSM-15897-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,24.3
1674,Caulobacter_vibrioides,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,62.4
1675,Caulobacter_vibrioides,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,620.1
1676,Caulobacter_vibrioides,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,38.5
1677,Caulobacter_vibrioides,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,835.8
1678,Caulobacter_vibrioides,methylmalonyl-CoA-epimerase-EC5-1-99-1,146.4
1679,Caulobacter_vibrioides,methylmalonyl-CoA-mutase-EC5-4-99-2,759.6
1680,Cedecea_davisae,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,90.5
1681,Cedecea_davisae,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,78.5
1682,Cedecea_davisae,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,26.5
1683,Cedecea_davisae,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,86.8
1684,Cedecea_davisae,methylmalonyl-CoA-epimerase-EC5-1-99-1,48.4
1685,Cellulomonas_composti,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,62.5
1686,Cellulomonas_composti,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,580.2
1687,Cellulomonas_composti,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,16.9
1688,Cellulomonas_composti,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,760.0
1689,Cellulomonas_composti,methylmalonyl-CoA-epimerase-EC5-1-99-1,64.8
1690,Cellulomonas_denverensis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,61.9
1691,Cellulomonas_denverensis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,584.8
1692,Cellulomonas_denverensis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,17.4
1693,Cellulomonas_denverensis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,771.6
1694,Cellulomonas_denverensis,methylmalonyl-CoA-epimerase-EC5-1-99-1,54.4
1695,Cellulomonas_massiliensis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,43.7
1696,Cellulomonas_massiliensis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,591.7
1697,Cellulomonas_massiliensis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,26.1
1698,Cellulomonas_massiliensis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,771.6
1699,Cellulomonas_massiliensis,methylmalonyl-CoA-epimerase-EC5-1-99-1,33.5
1700,Cellulosilyticum_lentocellum,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,93.0
1701,Cellulosilyticum_lentocellum,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,368.0
1702,Cellulosilyticum_lentocellum,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,546.3
1703,Cellulosilyticum_lentocellum,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,522.3
1704,Cellulosilyticum_lentocellum,methylmalonyl-CoA-epimerase-EC5-1-99-1,47.4
1705,Cellulosilyticum_lentocellum,methylmalonyl-CoA-mutase-EC5-4-99-2,18.4
1706,Cellulosimicrobium_cellulans,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,60.4
1707,Cellulosimicrobium_cellulans,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,581.2
1708,Cellulosimicrobium_cellulans,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,297.4
1709,Cellulosimicrobium_cellulans,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,770.6
1710,Cellulosimicrobium_cellulans,methylmalonyl-CoA-epimerase-EC5-1-99-1,41.4
1711,Cetobacterium_somerae,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,83.8
1712,Cetobacterium_somerae,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,74.7
1713,Cetobacterium_somerae,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,525.8
1714,Cetobacterium_somerae,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,97.9
1715,Cetobacterium_somerae,methylmalonyl-CoA-epimerase-EC5-1-99-1,48.6
1716,Cetobacterium_somerae,methylmalonyl-CoA-mutase-EC5-4-99-2,21.6
1717,Christensenella_minuta,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,101.9
1718,Christensenella_minuta,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,366.6
1719,Christensenella_minuta,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,559.2
1720,Christensenella_minuta,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,540.6
1721,Christensenella_minuta,methylmalonyl-CoA-epimerase-EC5-1-99-1,61.2
1722,Christensenella_minuta,methylmalonyl-CoA-mutase-EC5-4-99-2,17.1
1723,Chryseobacterium_hominis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,42.1
1724,Chryseobacterium_hominis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,276.5
1725,Chryseobacterium_hominis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,16.3
1726,Chryseobacterium_hominis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,433.8
1727,Chryseobacterium_hominis,methylmalonyl-CoA-epimerase-EC5-1-99-1,192.5
1728,Chryseobacterium_hominis,methylmalonyl-CoA-mutase-EC5-4-99-2,747.4
1729,Citrobacter_amalonaticus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,87.5
1730,Citrobacter_amalonaticus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,76.0
1731,Citrobacter_amalonaticus,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,36.7
1732,Citrobacter_amalonaticus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,84.2
1733,Citrobacter_amalonaticus,methylmalonyl-CoA-epimerase-EC5-1-99-1,48.5
1734,Citrobacter_amalonaticus,methylmalonyl-CoA-mutase-EC5-4-99-2,759.7
1735,Citrobacter_braakii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,88.7
1736,Citrobacter_braakii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,77.4
1737,Citrobacter_braakii,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,31.7
1738,Citrobacter_braakii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,85.2
1739,Citrobacter_braakii,methylmalonyl-CoA-epimerase-EC5-1-99-1,51.8
1740,Citrobacter_braakii,methylmalonyl-CoA-mutase-EC5-4-99-2,761.6
1741,Citrobacter_farmeri,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,88.4
1742,Citrobacter_farmeri,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,76.2
1743,Citrobacter_farmeri,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,35.3
1744,Citrobacter_farmeri,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,83.5
1745,Citrobacter_farmeri,methylmalonyl-CoA-epimerase-EC5-1-99-1,49.3
1746,Citrobacter_farmeri,methylmalonyl-CoA-mutase-EC5-4-99-2,15.2
1747,Citrobacter_freundii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,90.6
1748,Citrobacter_freundii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,77.5
1749,Citrobacter_freundii,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,35.4
1750,Citrobacter_freundii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,85.3
1751,Citrobacter_freundii,methylmalonyl-CoA-epimerase-EC5-1-99-1,51.7
1752,Citrobacter_freundii,methylmalonyl-CoA-mutase-EC5-4-99-2,760.6
1753,Citrobacter_gillenii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,90.2
1754,Citrobacter_gillenii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,76.9
1755,Citrobacter_gillenii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,85.3
1756,Citrobacter_gillenii,methylmalonyl-CoA-epimerase-EC5-1-99-1,51.3
1757,Citrobacter_gillenii,methylmalonyl-CoA-mutase-EC5-4-99-2,758.3
1758,Citrobacter_koseri,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,87.1
1759,Citrobacter_koseri,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,73.6
1760,Citrobacter_koseri,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,82.0
1761,Citrobacter_koseri,methylmalonyl-CoA-epimerase-EC5-1-99-1,50.7
1762,Citrobacter_koseri,methylmalonyl-CoA-mutase-EC5-4-99-2,13.4
1763,Citrobacter_murliniae,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,90.1
1764,Citrobacter_murliniae,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,75.5
1765,Citrobacter_murliniae,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,85.4
1766,Citrobacter_murliniae,methylmalonyl-CoA-epimerase-EC5-1-99-1,49.4
1767,Citrobacter_murliniae,methylmalonyl-CoA-mutase-EC5-4-99-2,752.5
1768,Citrobacter_pasteurii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,87.5
1769,Citrobacter_pasteurii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,77.3
1770,Citrobacter_pasteurii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,85.2
1771,Citrobacter_pasteurii,methylmalonyl-CoA-epimerase-EC5-1-99-1,51.2
1772,Citrobacter_pasteurii,methylmalonyl-CoA-mutase-EC5-4-99-2,762.4
1773,Citrobacter_sedlakii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,91.8
1774,Citrobacter_sedlakii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,76.3
1775,Citrobacter_sedlakii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,85.2
1776,Citrobacter_sedlakii,methylmalonyl-CoA-epimerase-EC5-1-99-1,50.8
1777,Citrobacter_sedlakii,methylmalonyl-CoA-mutase-EC5-4-99-2,12.9
1778,Citrobacter_werkmanii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,83.8
1779,Citrobacter_werkmanii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,77.2
1780,Citrobacter_werkmanii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,84.2
1781,Citrobacter_werkmanii,methylmalonyl-CoA-epimerase-EC5-1-99-1,51.0
1782,Citrobacter_werkmanii,methylmalonyl-CoA-mutase-EC5-4-99-2,760.0
1783,Citrobacter_youngae,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,88.7
1784,Citrobacter_youngae,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,77.3
1785,Citrobacter_youngae,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,85.1
1786,Citrobacter_youngae,methylmalonyl-CoA-epimerase-EC5-1-99-1,51.8
1787,Citrobacter_youngae,methylmalonyl-CoA-mutase-EC5-4-99-2,762.3
1788,Cloacibacillus_evryensis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,101.2
1789,Cloacibacillus_evryensis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,668.6
1790,Cloacibacillus_evryensis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,862.5
1791,Cloacibacillus_evryensis,methylmalonyl-CoA-epimerase-EC5-1-99-1,226.4
1792,Cloacibacillus_evryensis,methylmalonyl-CoA-mutase-EC5-4-99-2,822.1
1793,Cloacibacillus_porcorum,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,100.4
1794,Cloacibacillus_porcorum,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,664.0
1795,Cloacibacillus_porcorum,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,862.2
1796,Cloacibacillus_porcorum,methylmalonyl-CoA-epimerase-EC5-1-99-1,225.5
1797,Cloacibacillus_porcorum,methylmalonyl-CoA-mutase-EC5-4-99-2,819.7
1798,Cloacibacterium_normanense,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,42.8
1799,Cloacibacterium_normanense,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,281.4
1800,Cloacibacterium_normanense,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,442.4
1801,Cloacibacterium_normanense,methylmalonyl-CoA-epimerase-EC5-1-99-1,191.3
1802,Cloacibacterium_normanense,methylmalonyl-CoA-mutase-EC5-4-99-2,749.5
1803,Clostridioides_difficile,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,61.4
1804,Clostridioides_difficile,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,64.3
1805,Clostridioides_difficile,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,93.4
1806,Clostridioides_difficile,methylmalonyl-CoA-epimerase-EC5-1-99-1,26.4
1807,Clostridioides_difficile,methylmalonyl-CoA-mutase-EC5-4-99-2,34.2
1808,Clostridium-scindens-ATCC-35704-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,90.9
1809,Clostridium-scindens-ATCC-35704-MAF-2,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,327.7
1810,Clostridium-scindens-ATCC-35704-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,528.8
1811,Clostridium-scindens-ATCC-35704-MAF-2,methylmalonyl-CoA-epimerase-EC5-1-99-1,34.2
1812,Clostridium-scindens-ATCC-35704-MAF-2,methylmalonyl-CoA-mutase-EC5-4-99-2,18.8
1813,Clostridium-sp-M62-1-MAF-2,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,174.3
