taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	NCBI Assembly Accession	NCBI GenBank ID	Genome Size   * assembled	Gene Count   * assembled	
2511231089	Bacteria	Finished	Pan-genomics of Corynebacterium diphtheriae	Corynebacterium diphtheriae C7 (beta)	Bielefeld University	2511231089	GCA_000255175.1	CP003210	2499189	2408	
2511231142	Bacteria	Finished	Genome Sequencing of Corynebacterium pseudotuberculosis - Rede Paraense de Genomica e Proteomica, Brazil	Corynebacterium pseudotuberculosis 1/06-A	Rede Paraense de Genomica e Proteomica	2511231142	GCA_000233735.1	CP003082	2279118	2024	
2558860403	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Propionibacterium sp. KPL1854	Broad Institute	2558860403	GCA_000477815.1	AXMI00000000	2549260	2431	
2920213499	Bacteria	Permanent Draft	Genome Sequencing of Propioniciclava sp. MC1595	Propioniciclava sp. MC1595	National Institute for Communicable Disease Control and Prevention, China CDC	2920213499	GCA_014164685.1	JACJFW00000000	3363831	3376	
2537561674	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL005PA1	Washington University in St. Louis	2537561674	GCA_000144305.1	ADZP00000000	2515997	2681	
2648501368	Bacteria	Permanent Draft	Mobilicoccus massiliensis SIT2	Mobilicoccus massiliensis SIT2	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2648501368	GCA_000826525.1	CDGT00000000	3840983	3419	
2869108624	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes P15-186	University of Washington	2869108624	GCA_003384285.1	NXAU00000000	2479017	2423	
2512047068	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Propionibacterium sp. CC003-HC2	J. Craig Venter Institute (JCVI)	2512047068	GCA_000221085	AFUK00000000	2550549	2455	
2531839425	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL036PA1	Washington University in St. Louis	2531839425	GCA_000144565.1	ADYL00000000	2477526	2572	
2537561817	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL053PA1	Washington University in St. Louis	2537561817	GCA_000144185.1	ADZD00000000	2524766	2626	
2524614613	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Corynebacterium freiburgense DSM 45254	DOE Joint Genome Institute (JGI)	2524614613	GCA_000428805.1	AUAQ00000000	2915705	2729	
637000001	Bacteria	Finished	Acidobacteria Uncultured	Candidatus Koribacter versatilis Ellin345	DOE Joint Genome Institute (JGI)	637000001	GCA_000014005	CP000360	5650368	4837	
2878669964	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes T16975	University of Washington	2878669964	GCA_003384365.1	PCNH00000000	2535906	2476	
2869106127	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes T36318	University of Washington	2869106127	GCA_003384705.1	PCNW00000000	2554827	2496	
2639763023	Bacteria	Permanent Draft	Genetic basis of strain dependant traits in Propionibacterium freudenreichii	Propionibacterium freudenreichii CIRM-BIA125	National Institute for Agricultural Research (INRA)	2639763023	GCA_001050975.1	CCYW00000000	2511448	2268	
2751185744	Bacteria	Finished	Tessaracoccus sp. T2.5-30 Genome sequencing	Tessaracoccus sp. T2.5-30	Centro de Biologia Molecular Severo Ochoa	2751185744	GCA_002022225.1	CP019229	3212699	2983	
2847208544	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii ERS1366623	Institute of Biotechnology, Helsinki University	2847208544	GCA_900097235.1	LT618790, LT618789	5509585	5088	
2874814951	Bacteria	Finished	Genome sequencing as part of FDA-ARGOS: dAtabase for Regulatory Grade micrObial Sequences project	Corynebacterium jeikeium FDAARGOS_328	Institute for Genome Sciences, University of Maryland School of Medicine, U.S. Food and Drug Administration (FDA)	2874814951	GCA_002209185.2	CP022054	2650878	2430	
2537562210	Bacteria	Permanent Draft	Austwickia chelonae NBRC 105200	Austwickia chelonae NBRC 105200	National Institute of Technology and Evaluation	2537562210	GCA_000298175.1	BAGZ00000000	3541124	3096	
2648501457	Bacteria	Permanent Draft	Corynebacterium argentoratense strain:CNM 601/08 Genome sequencing	Corynebacterium argentoratense CNM 601/08	AC-Gen Reading Life	2648501457	GCA_000971875.1	JZFA00000000	1989273	1982	
2877186476	Bacteria	Finished	Corynebacterium pseudotuberculosis Genome sequencing	Corynebacterium pseudotuberculosis MB278	Federal University of Para	2877186476	GCA_001969145.2	CP023395	2369898	2230	
2872067374	Bacteria	Finished	Corynebacterium pseudotuberculosis Cap1W genome sequencing	Corynebacterium pseudotuberculosis Cap1W	UFMG	2872067374	GCA_003955885.1	CP034411	2337504	2209	
2859572654	Bacteria	Finished	Complete Genome Sequencing of Corynebacterium pseudotuberculosis strain MEX1	Corynebacterium pseudotuberculosis MEX1	UFMG	2859572654	GCA_001975165.1	CP017711	2337090	2209	
2648501448	Bacteria	Permanent Draft	Sequencing of Propionibacterium acnes strains isolated from the skin of the lower back	Cutibacterium acnes PMH7	Aarhus University	2648501448	GCA_001297165.1	LJAT00000000	2567087	2545	
2855985027	Bacteria	Permanent Draft	Cutibacterium acnes CA17 genome sequencing	Cutibacterium acnes CA17	Fudan University	2855985027	GCA_002775615.1	NJFY00000000	2488255	2446	
2874052745	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes T20816	University of Washington	2874052745	GCA_003384495.1	PCNO00000000	2480225	2433	
2816332324	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium avidum MJR7694	The Genome Institute at Washington University	2816332324	GCA_001546875.1	LRVD00000000	2463801	2308	
2531839313	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL087PA2	Washington University in St. Louis	2531839313	GCA_000147145.1	ADYX00000000	2474125	2567	
2724679781	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Propioniciclava tarda DSM 22130	DOE Joint Genome Institute (JGI)	2724679781	GCA_900182665.1	FXTL00000000	2974143	2843	
2871364421	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes P15-180	University of Washington	2871364421	GCA_003384195.1	NXAS00000000	2537015	2479	
2820979626	Bacteria	Permanent Draft	Sequencing the genomes of 1000 actinobacteria strains	Brooklawnia cerclae DSM 19609	DOE Joint Genome Institute (JGI)	2820979626		JAAMOZ000000000	3787554	3587	
2858971191	Bacteria	Permanent Draft	Cutibacterium avidum Genome sequencing and assembly	Cutibacterium avidum CI855	University of California, Los Angeles	2858971191	GCA_002578705.1	NBIR00000000	2541663	2469	
2938681895	Bacteria	Permanent Draft	Corynebacterium Genome sequencing	Corynebacterium diphtheriae bv. gravis 4728	Northumbria University	2938681895	GCA_002203055.1	LSXQ00000000	2459054	2435	
2541046993	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Corynebacterium sp. HFH0082	Broad Institute	2541046993	GCA_000411235.1	AGEM00000000	2471628	2179	
2531839223	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL013PA1	Washington University in St. Louis	2531839223	GCA_000145575.1	ADZH00000000	2477780	2616	
2910891455	Bacteria	Permanent Draft	Genome Sequencing of Tessaracoccus sp. MC1679	Tessaracoccus sp. MC1679	National Institute for Communicable Disease Control and Prevention, China CDC	2910891455	GCA_014164775.1	JACJGB00000000	3572861	3406	
2511231154	Bacteria	Finished	Genome Sequencing of Corynebacterium pseudotuberculosis - Rede Paraense de Genomica e Proteomica, Brazil	Corynebacterium pseudotuberculosis PAT10	Rede Paraense de Genomica e Proteomica	2511231154	GCA_000221625.1	CP002924	2335323	2139	
2791354959	Bacteria	Permanent Draft	Tessaracoccus lapidicaptus IPBSL-7 genome sequencing	Tessaracoccus lapidicaptus IPBSL-7		2791354959	GCA_001693815.1	MBQD00000000	3087223	2892	
2513237258	Bacteria	Permanent Draft	Mobilicoccus pelagius NBRC 104925	Mobilicoccus pelagius NBRC 104925	National Institute of Technology and Evaluation	2513237258	GCA_000247995	BAFE00000000	3544917	3162	
2537561678	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL059PA2	Washington University in St. Louis	2537561678	GCA_000145475.1	ADXS00000000	2476584	2532	
2888667245	Bacteria	Finished	Corynebacterium diphtheriae FRC0043 genome sequencing	Corynebacterium diphtheriae FRC0190	Institut Pasteur, Paris, France	2888667245	GCA_902702935.1	LR738855	2451019	2487	
2531839426	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL036PA2	Washington University in St. Louis	2531839426	GCA_000144585.1	ADYU00000000	2476130	2560	
644736345	Bacteria	Finished	Corynebacterium efficiens YS-314	Corynebacterium efficiens YS-314, DSM 44549	Ajinomoto Co., Inc, National Institute of Technology and Evaluation	644736345	GCA_000011305	BA000035, AP005225, AP005226	3219505	3064	
2513237389	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium avidum VPI 0179	Baylor College of Medicine	2513237389	GCA_000227295.1	AGBA00000000	2533496	2428	
2814123075	Bacteria	Finished	Genome sequencing of bacterial type strains from NCTC culture collection	Cutibacterium granulosum NCTC 11865	Wellcome Trust Sanger Institute	2814123075	GCA_900186975.1	LT906441	2175244	1868	
2517093035	Bacteria	Finished	Corynebacterium ulcerans 0102	Corynebacterium ulcerans 0102	National Institute of Infectious Diseases, Japan	2517093035	GCA_000306825.1	AP012284	2579188	2412	
2872060370	Bacteria	Finished	Genome sequencing as part of FDA-ARGOS: dAtabase for Regulatory Grade micrObial Sequences project	Corynebacterium diphtheriae FDAARGOS_197	Institute for Genome Sciences, University of Maryland School of Medicine, US Food and Drug Administration 	2872060370	GCA_002073375.2	CP020410	2489049	2427	
2531839430	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL030PA1	Washington University in St. Louis	2531839430	GCA_000145115.1	ADYB00000000	2541176	2652	
2648501452	Bacteria	Permanent Draft	Corynebacterium ulcerans strain:LSPQ-04227 genome sequencing	Corynebacterium ulcerans LSPQ-04227		2648501452	GCA_000988285.1	JZUS00000000	2427855	2428	
2634166441	Bacteria	Finished	Corynebacterium pseudotuberculosis strain:VD57 Genome sequencing	Corynebacterium pseudotuberculosis VD57	Federal University of Minas Gerais	2634166441	GCA_000814865.1	CP009927	2337177	2180	
2874828267	Bacteria	Finished	Genome sequencing of bacterial type strains from NCTC culture collection	Corynebacterium ulcerans NCTC 7908	Wellcome Trust Sanger Institute	2874828267	GCA_900475635.1	LS483400	2453674	2280	
2961857765	Bacteria	Permanent Draft	Corynebacterium diphtheriae and Corynebacterium ulcerans Genome sequencing	Corynebacterium diphtheriae ST395-KZN-2015-45237	National Institute for Communicable Diseases, South Africa	2961857765	GCA_001876035.1	MIOE00000000	2378368	2330	
2872045035	Bacteria	Finished	Corynebacterium pseudotuberculosis ATCC 19410 genome sequencing	Corynebacterium pseudotuberculosis ATCC 19410	UFMG	2872045035	GCA_002155265.1	CP021251	2337763	2204	
2531839314	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL087PA3	Washington University in St. Louis	2531839314	GCA_000144485.1	ADYA00000000	2516528	2615	
2693429650	Bacteria	Permanent Draft	Genome sequencing to identify the genetic basis of strain dependant traits in Propionibacterium freudenreichii isolates	Propionibacterium freudenreichii CIRM-BIA 456	INRA STLO	2693429650	GCA_001369075.1	CDAG00000000	2502068	2273	
2537561578	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL110PA3	Washington University in St. Louis	2537561578	GCA_000145055.1	ADYG00000000	2490836	2660	
2855963010	Bacteria	Permanent Draft	Cutibacterium acnes NTS_2004_10708 genome sequencing	Cutibacterium acnes NTS_2004_10708	University of Nantes	2855963010	GCA_001750545.1	MAUW00000000	2478327	2425	
2931430189	Bacteria	Finished	Genome sequencing of isolates from gut of fresh water shrimp	Tessaracoccus sp. J1M15	Kyung Hee Unviersity	2931430189	GCA_019316905.1	CP079216	3204344	2947	
2865730395	Bacteria	Permanent Draft	Genome sequence of Propionibacterium JV5	Propionibacterium sp. JV5 ERS1670027	Wageningen University	2865730395	GCA_900289195.1	OMOH00000000	2777320	2529	
2872069584	Bacteria	Finished	Corynebacterium diphtheriae lausannense CHUV2995 genome sequencing	Corynebacterium diphtheriae lausannense CHUV2995	CHUV-UNIL	2872069584	GCA_900312965.1	LT990688	3060363	3351	
2541047478	Bacteria	Permanent Draft	Corynebacterium diphtheriae str. Aberdeen	Corynebacterium diphtheriae Aberdeen	University of Strathclyde	2541047478	GCA_000455805.1	AUZO00000000	2367453	2263	
2773857945	Bacteria	Permanent Draft	Whole genome sequencing of bacterial isolates collected over a 1-year period from the intensive care unit of University of Washington Medical Center	Corynebacterium vitaeruminis 1285_CVIT	University of Washington	2773857945	GCA_001054325.1	JVVM00000000	2485251	2211	
2718217732	Bacteria	Finished	Corynebacterium pseudo tuberculosis T1 strain Genome sequencing	Corynebacterium pseudotuberculosis T1	Federal University of Minas Gerais	2718217732	GCA_001682255.1	CP015100	2337201	2171	
2523231070	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Propionicicella superfundia DSM 22317	DOE Joint Genome Institute (JGI)	2523231070	GCA_000423465.1	AUIA00000000	3623963	3365	
2876306851	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes T14441	University of Washington	2876306851	GCA_003384315.1	PCNF00000000	2548078	2476	
2636415402	Bacteria	Permanent Draft	Kwashiorkor gut microbiota	Tessaracoccus massiliensis SIT6	Aix-Marseille University	2636415402	GCA_000826065.1	CCYJ00000000	3211248	3119	
2874832760	Bacteria	Finished	Corynebacterium pseudotuberculosis CAPJ4 genome sequencing	Corynebacterium pseudotuberculosis CAPJ4	UFMG	2874832760	GCA_002953315.1	CP026499	2337549	2207	
2851562408	Bacteria	Finished	Corynebacterium pseudotuberculosis OVI1FL genome sequencing	Corynebacterium pseudotuberculosis OVI1FL	UFMG	2851562408	GCA_004941425.1	CP039633	2337554	2217	
2654587755	Bacteria	Finished	Propionibacterium acnes AE1 genome sequencing	Cutibacterium acnes AE1	Nizhny Novgorod Institute of epidemiology and microbiology	2654587755	GCA_001481615.1	CP013693	2399738	2284	
2848146898	Bacteria	Finished	Corynebacterium pseudotuberculosis CAPMI03 genome sequencing	Corynebacterium pseudotuberculosis CAPMI03	UFMG	2848146898	GCA_004193675.1	CP035717	2337533	2208	
2843625778	Bacteria	Finished	Acidipropionibacterium jensenii JS279 and JS280 Genome sequencing	Acidipropionibacterium jensenii JS280	University of Helsinki	2843625778	GCA_004011055.1	CP025570	3044937	2759	
2848940657	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii PFRJS11	Institute of Biotechnology, University of Helsinki	2848940657	GCA_900087185.1	LT576038	2537402	2291	
645951842	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Corynebacterium efficiens YS-314, DSM 44549	Baylor College of Medicine	645951842	GCA_000160795.1	ACLI00000000	3113100	3089	
2835223424	Bacteria	Permanent Draft	Tessaracoccus antarcticus JDX10 genome sequencing	Tessaracoccus antarcticus JDX10	Shandong University	2835223424	GCA_003688855.1	REFW00000000	3649759	3375	
2847213633	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii PFRJS12-1	Institute of Biotechnology, University of Helsinki	2847213633	GCA_900095075.1	LT604998	2615181	2366	
2855960665	Bacteria	Permanent Draft	Cutibacterium avidum T13 genome sequencing	Cutibacterium avidum T13	Aarhus University	2855960665	GCA_001866575.1	LLJH00000000	2463971	2344	
2843837395	Bacteria	Finished	Genome sequencing as part of FDA-ARGOS: dAtabase for Regulatory Grade micrObial Sequences project	Propionibacterium acidifaciens FDAARGOS_576	Institute for Genome Sciences, University of Maryland School of Medicine, US Food and Drug Administration 	2843837395	GCA_003798325.1	CP033719	3072768	2731	
2511231153	Bacteria	Finished	Genome Sequencing of Corynebacterium pseudotuberculosis - Rede Paraense de Genomica e Proteomica, Brazil	Corynebacterium pseudotuberculosis sv. II CIP52.97	Rede Paraense de Genomica e Proteomica	2511231153	GCA_000227605	CP003061	2320595	2119	
2675903328	Bacteria	Finished	Corynebacterium pseudotuberculosis PO222/4-1 genome sequencing and assembly	Corynebacterium pseudotuberculosis PO269-5	Federal University of Minas Gerais	2675903328	GCA_001298505.1	CP012695	2337124	2164	
2961877246	Bacteria	Permanent Draft	Corynebacterium diphtheriae and Corynebacterium ulcerans Genome sequencing	Corynebacterium diphtheriae ST378-KZN-2015-45788	National Institute for Communicable Diseases, South Africa	2961877246	GCA_001876115.1	MIOM00000000	2453791	2506	
2897428245	Bacteria	Finished	Genome sequencing and assembly of Tessaracoccus defluvii JCM 17540	Tessaracoccus defluvii JCM 17540	Kyunghee University	2897428245	GCA_014489575.1	CP060789	3864792	3955	
2718217737	Bacteria	Finished	Corynebacterium pseudotuberculosis genome sequencing E55	Corynebacterium pseudotuberculosis E55	UFMG	2718217737	GCA_001653295.1	CP014341	2335383	2180	
2537561816	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL002PA3	Washington University in St. Louis	2537561816	GCA_000144775.1	ADYR00000000	2475236	2562	
2811995057	Bacteria	Permanent Draft	HMP reference genome	Corynebacterium kroppenstedtii DNF00591	The Genome Institute at Washington University	2811995057	GCA_001552955.1	LSCY00000000	2535241	2231	
2636415463	Bacteria	Finished	Corynebacterium pseudotuberculosis strain:29156 genome sequencing	Corynebacterium pseudotuberculosis 29156	Federal University of Minas Gerais	2636415463	GCA_001026945.1	CP010795	2338645	2191	
2851559942	Bacteria	Finished	Draft genome sequencing of Corynebacterium pseudotuberculosis PA05	Corynebacterium pseudotuberculosis PA05	Federal University of Para	2851559942	GCA_001969465.1	CP019159	2435437	2465	
2841529330	Bacteria	Finished	Cutibacterium acnes KCOM 1315 genome sequencing	Cutibacterium acnes KCOM 1315	Korean Collection for Oral Microbiology	2841529330	GCA_003390995.1	CP031442	2560321	2492	
2874830548	Bacteria	Finished	Corynebacterium pseudotuberculosis OVI2C genome sequencing	Corynebacterium pseudotuberculosis OVI2C	UFMG	2874830548	GCA_002953235.1	CP026374	2337575	2211	
2873558832	Bacteria	Finished	Genome analysis of Brevilactibacter coleopterorum HDW11, isolated from Hydrophilus acuminatus	Brevilactibacter coleopterorum HDW11	Kyunghee University	2873558832	GCA_011393335.1	CP049865	3671901	3740	
2537561819	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL063PA1	Washington University in St. Louis	2537561819	GCA_000144545.1	ADYK00000000	2476463	2517	
2511231111	Bacteria	Finished	Pan-genomics of Corynebacterium diphtheriae	Corynebacterium diphtheriae PW8	Bielefeld University	2511231111	GCA_000255275.1	CP003216	2530683	2390	
2563367147	Bacteria	Permanent Draft	Propionibacterium acnes HL042PA3	Cutibacterium acnes HL042PA3	Broad Institute	2563367147	GCA_000488875.1	AXZT00000000	2482461	2537	
2617270936	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Tessaracoccus oleiagri CGMCC 1.9159	DOE Joint Genome Institute (JGI)	2617270936	GCA_900103275.1	FNGP00000000	3156218	2974	
644736371	Bacteria	Finished	Single Isolate (Lovley) DNA Sequencing	Geobacter sp. M21	DOE Joint Genome Institute (JGI)	644736371	GCA_000023645	CP001661	4745806	4222	
2844806747	Bacteria	Permanent Draft	Sequencing the genomes of 1000 actinobacteria strains	Kineosphaera limosa DSM 14548	DOE Joint Genome Institute (JGI)	2844806747		JACCBC000000000	4944651	4546	
2858976144	Bacteria	Permanent Draft	Cutibacterium avidum Genome sequencing and assembly	Cutibacterium avidum CI882	University of California, Los Angeles	2858976144	GCA_002578825.1	NBIP00000000	2497070	2430	
2910849231	Bacteria	Permanent Draft	Genome Sequencing of Tessaracoccus sp. MC1627	Tessaracoccus sp. MC1627	National Institute for Communicable Disease Control and Prevention, China CDC	2910849231	GCA_014164725.1	JACJGA00000000	3742286	3551	
2961884640	Bacteria	Permanent Draft	Corynebacterium Genome sequencing	Corynebacterium diphtheriae bv. gravis 4915	Northumbria University	2961884640	GCA_002202675.1	LSWM00000000	2364193	2335	
2808606645	Bacteria	Permanent Draft	Genome sequencing of female urinary tract bacteria isolated using an Enhanced Quantitative Urine Culture (EQUC) protocol	Corynebacterium pyruviciproducens UMB0763	Loyola University Chicago	2808606645	GCA_002847965.1	PKHO00000000	2866059	2706	
2724679289	Bacteria	Permanent Draft	Genome sequencing to identify the genetic basis of strain dependant traits in Propionibacterium freudenreichii isolates	Propionibacterium freudenreichii ITG P18	INRA STLO	2724679289	GCA_900000065.1	CCYU00000000	2567344	2316	
2961872590	Bacteria	Permanent Draft	Corynebacterium Genome sequencing	Corynebacterium diphtheriae bv. gravis 4299	Northumbria University	2961872590	GCA_002202985.1	LSXJ00000000	2311656	2277	
2531839320	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL038PA1	Washington University in St. Louis	2531839320	GCA_000144445.1	ADYD00000000	2533595	2659	
2847123314	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii PFRJS22	Institute of Biotechnology, University of Helsinki	2847123314	GCA_900092755.1	LT599498	2633661	2413	
2836811818	Bacteria	Finished	Bacteria from dairy environment	Acidipropionibacterium jensenii FAM 19038	Agroscope	2836811818	GCA_005890135.1	CP040635	2999408	2750	
2874045272	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes T17039	University of Washington	2874045272	GCA_003384395.1	PCNJ00000000	2536539	2482	
2537561584	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL074PA1	Washington University in St. Louis	2537561584	GCA_000144835.1	ADYZ00000000	2510120	2673	
2961860100	Bacteria	Permanent Draft	Corynebacterium diphtheriae genome sequencing - CMC, Vellore, India	Corynebacterium diphtheriae TH1141	Christian Medical College	2961860100	GCA_001723455.1	MDYT00000000	2464823	2590	
2811995225	Bacteria	Permanent Draft	Genome sequencing of bacterial type strains from NCTC culture collection	Corynebacterium amycolatum NCTC 7243	Wellcome Trust Sanger Institute	2811995225	GCA_900461385.1	UFXE00000000	2638280	2360	
2869740637	Bacteria	Finished	Corynebacterium pelargi 136/3 genome sequencing	Corynebacterium pelargi 136/3	Bielefeld University	2869740637	GCA_004114895.1	CP035299	2370062	2244	
2874037911	Bacteria	Permanent Draft	Cutibacterium acnes NTS_31306190 genome sequencing	Cutibacterium acnes NTS_31306190	University of Nantes	2874037911	GCA_001750555.1	MAUY00000000	2479585	2432	
2718218074	Bacteria	Finished	Corynebacterium pseudotuberculosis genome sequencing - Federal University of Minas Gerais	Corynebacterium pseudotuberculosis 38	Federal University of Minas Gerais	2718218074	GCA_001867085.1	CP015187	2403515	2265	
2869757482	Bacteria	Finished	Corynebacterium pseudotuberculosis Cap5W genome sequencing	Corynebacterium pseudotuberculosis Cap5W	UFMG	2869757482	GCA_005341445.1	CP039866	2337585	2205	
2537561597	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL096PA3	Washington University in St. Louis	2537561597	GCA_000194825.1	ADWB00000000	2554765	2651	
2858985980	Bacteria	Permanent Draft	Cutibacterium acnes elongatum K124 genome sequencing	Cutibacterium acnes elongatum K124	Okayama University	2858985980	GCA_003131265.1	BFFM00000000	2618221	2804	
2645727818	Bacteria	Finished	Corynebacterium pseudotuberculosis 262 Genome sequencing	Corynebacterium pseudotuberculosis 262	Federal University of Para	2645727818	GCA_001047215.1	CP012022	2325749	2148	
643886137	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Corynebacterium glucuronolyticum ATCC 51866	Baylor College of Medicine	643886137	GCA_000159595	ACHF00000000	2845674	2787	
2878420039	Bacteria	Permanent Draft	Lab enriched sediment microbial communities from Bremen, Germany	Nocardioides sp. KS-T3	CeGaT, University of Tuebingen	2878420039			4380799	4365	
2876309328	Bacteria	Permanent Draft	Cutibacterium acnes HB genome sequencing	Cutibacterium acnes HB	University of Nantes	2876309328	GCA_001750605.1	MDGS00000000	2480102	2414	
2877184255	Bacteria	Finished	Corynebacterium pseudotuberculosis 38MAT genome sequencing	Corynebacterium pseudotuberculosis 38MAT	UFMG	2877184255	GCA_004332355.1	CP036457	2338134	2220	
2841055467	Bacteria	Finished	Bacteria from dairy environment	Acidipropionibacterium acidipropionici FAM 19036	Agroscope	2841055467	GCA_005890155.1	CP040634	3622795	3451	
2541047000	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Corynebacterium pyruviciproducens ATCC BAA-1742	Broad Institute	2541047000	GCA_000411375.1	ATBY00000000	2703797	2505	
2876314173	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium avidum P16-029	University of Washington	2876314173	GCA_003426585.1	NOWI00000000	2693320	2527	
2558860423	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Propionibacterium sp. KPL2008	Broad Institute	2558860423	GCA_000477755.1	AXME00000000	2560551	2423	
2862075925	Bacteria	Permanent Draft	Corynebacterium lactis S064 genome sequencing	Corynebacterium lactis S064	Tropical Infectious Diseases Research and Education Centre	2862075925	GCA_900519355.1	ULHE00000000	2568615	2436	
2869749802	Bacteria	Finished	Corynebacterium pseudotuberculosis Pa04 Genome sequencing	Corynebacterium pseudotuberculosis PA04/A11	Universidade Federal do Para (UFPA)	2869749802	GCA_001989595.1	CP019587	2338093	2218	
2739367875	Bacteria	Finished	Genome sequencing of Deinococcus ficus CC-FR2-10	Deinococcus ficus CC-FR2-10	National Health Research Institutes (NHRI),Taiwan	2739367875		CP021083, CP021085, CP021081, CP021082, CP021084	4157290	3958	
2938701082	Bacteria	Permanent Draft	Corynebacterium diphtheriae Genome sequencing	Corynebacterium diphtheriae c113	Institute for Medical Research	2938701082	GCA_002115335.1	NDHT00000000	2431158	2439	
2961879757	Bacteria	Permanent Draft	Corynebacterium diphtheriae and Corynebacterium ulcerans Genome sequencing	Corynebacterium diphtheriae ST378-KZN-2015-45785	National Institute for Communicable Diseases, South Africa	2961879757	GCA_001875975.1	MIOK00000000	2440313	2470	
650377927	Bacteria	Finished	Genome Sequencing of Corynebacterium pseudotuberculosis - Rede Paraense de Genomica e Proteomica, Brazil	Corynebacterium pseudotuberculosis I19	Federal University of Para	650377927	GCA_000152065	CP002251	2337730	2127	
2537561950	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Corynebacterium durum F0235	Washington University in St. Louis	2537561950	GCA_000318135.1	AMEM00000000	2809096	2876	
2524614535	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Arsenicicoccus bolidensis DSM 15745	DOE Joint Genome Institute (JGI)	2524614535	GCA_000426385.1	AUFG00000000	4000330	3838	
2518285598	Bacteria	Permanent Draft	Propionibacteria phylogeny project	Acidipropionibacterium jensenii ATCC 14073	Eureka genomics	2518285598			2938098	2619	
2869745315	Bacteria	Finished	Corynebacterium pseudotuberculosis Genome sequencing	Corynebacterium pseudotuberculosis MB154	Federal University of Para	2869745315	GCA_001969095.2	CP024442	2371210	2276	
