,strain,gene,hit_score
1144,Dermacoccus_nishinomiyaensis,acrC,298.9
1145,Dermacoccus_nishinomiyaensis,lcdC,19.5
1146,Dermacoccus_nishinomiyaensis,pct,69.4
1147,Desemzia_incerta,acrC,212.3
1148,Desemzia_incerta,lcdC,30.3
1149,Desemzia_incerta,pct,646.2
1150,Desulfitobacterium_frappieri,acrC,403.3
1151,Desulfitobacterium_frappieri,lcdA,268.4
1152,Desulfitobacterium_frappieri,lcdB,142.8
1153,Desulfitobacterium_frappieri,lcdC,324.5
1154,Desulfitobacterium_frappieri,pct,35.8
1155,Desulfovibrio_desulfuricans,acrC,12.9
1156,Desulfovibrio_desulfuricans,lcdA,34.5
1157,Desulfovibrio_desulfuricans,lcdB,121.9
1158,Desulfovibrio_desulfuricans,lcdC,279.4
1159,Desulfovibrio_fairfieldensis,lcdC,239.5
1160,Desulfovibrio_fairfieldensis,pct,18.3
1161,Desulfovibrio_legallii,lcdC,257.7
1162,Desulfovibrio_piger,lcdA,27.1
1163,Desulfovibrio_piger,lcdB,120.7
1164,Desulfovibrio_piger,lcdC,287.4
1165,Devosia_chinhatensis,acrC,64.5
1166,Devosia_chinhatensis,lcdC,23.6
1167,Devosia_limi,acrC,82.6
1168,Devosia_limi,lcdC,24.4
1169,Devosia_limi,pct,53.6
1170,Devosia_riboflavina,acrC,77.3
1171,Devosia_riboflavina,lcdC,26.8
1172,Devosia_riboflavina,pct,81.5
1173,Dialister_invisus,acrC,286.5
1174,Dialister_invisus,lcdC,263.0
1175,Dialister_invisus,pct,14.4
1176,Dialister_pneumosintes,acrC,280.2
1177,Dialister_pneumosintes,lcdC,17.8
1178,Dialister_succinatiphilus,acrC,312.6
1179,Dialister_succinatiphilus,lcdC,262.8
1180,Dialister_succinatiphilus,pct,21.6
1181,Dielma_fastidiosa,lcdC,268.7
1182,Dietzia_cercidiphylli,acrC,303.4
1183,Dietzia_cercidiphylli,pct,70.4
1184,Dietzia_cinnamea,acrC,285.5
1185,Dietzia_cinnamea,pct,67.6
1186,Dietzia_kunjamensis,acrC,287.1
1187,Dietzia_kunjamensis,pct,69.3
1188,Dietzia_maris,acrC,289.4
1189,Dietzia_maris,pct,69.4
1190,Dietzia_natronolimnaea,acrC,298.4
1191,Dietzia_natronolimnaea,pct,68.3
1192,Dorea-formicigenerans-ATCC-27755-MAF-2,lcdA,36.8
1193,Dorea-formicigenerans-ATCC-27755-MAF-2,lcdB,101.2
1194,Dorea-formicigenerans-ATCC-27755-MAF-2,lcdC,292.8
1195,Dorea-longicatena-DSM-13814-MAF-2,lcdA,58.8
1196,Dorea-longicatena-DSM-13814-MAF-2,lcdB,101.3
1197,Dorea-longicatena-DSM-13814-MAF-2,lcdC,317.6
1198,Dorea-longicatena-DSM-13814-MAF-2,pct,519.3
1199,Dyadobacter_beijingensis,acrC,376.2
1200,Dyadobacter_beijingensis,lcdC,20.3
1201,Dyadobacter_beijingensis,pct,24.0
1202,Dyadobacter_fermentans,acrC,380.2
1203,Dyadobacter_fermentans,lcdC,25.4
1204,Dyadobacter_fermentans,pct,21.1
1205,Dysgonomonas_capnocytophagoides,lcdC,281.1
1206,Dysgonomonas_capnocytophagoides,pct,21.0
1207,Dysgonomonas_gadei,lcdC,284.5
1208,Dysgonomonas_gadei,pct,23.7
1209,Edwardsiella_tarda,acrC,154.7
1210,Edwardsiella_tarda,lcdC,17.9
1211,Edwardsiella_tarda,pct,69.9
1212,Eggerthella_lenta,acrC,169.3
1213,Eggerthella_lenta,lcdB,91.5
1214,Eggerthella_lenta,lcdC,270.0
1215,Eggerthella_sinensis,acrC,241.0
1216,Eggerthella_sinensis,lcdA,347.8
1217,Eggerthella_sinensis,lcdB,321.2
1218,Eggerthella_sinensis,lcdC,312.5
1219,Eggerthia_catenaformis,lcdC,262.3
1220,Eikenella_corrodens,acrC,129.0
1221,Eikenella_corrodens,lcdC,14.7
1222,Eisenbergiella_tayi,acrC,407.3
1223,Eisenbergiella_tayi,lcdC,254.6
1224,Empedobacter_falsenii,acrC,347.2
1225,Empedobacter_falsenii,lcdB,13.7
1226,Empedobacter_falsenii,lcdC,15.0
1227,Empedobacter_falsenii,pct,58.2
1228,Enhydrobacter_aerosaccus,acrC,335.6
1229,Enhydrobacter_aerosaccus,lcdC,20.9
1230,Enhydrobacter_aerosaccus,pct,55.4
1231,Ensifer_morelensis,acrC,307.5
1232,Ensifer_morelensis,lcdC,20.8
1233,Ensifer_morelensis,pct,551.9
1234,Enterobacter_aerogenes,acrC,76.0
1235,Enterobacter_aerogenes,lcdA,20.2
1236,Enterobacter_aerogenes,lcdB,78.6
1237,Enterobacter_aerogenes,lcdC,265.2
1238,Enterobacter_aerogenes,pct,64.5
1239,Enterobacter_asburiae,acrC,76.2
1240,Enterobacter_asburiae,lcdC,19.5
1241,Enterobacter_asburiae,pct,58.6
1242,Enterobacter_cancerogenus,acrC,73.8
1243,Enterobacter_cancerogenus,lcdC,18.9
1244,Enterobacter_cancerogenus,pct,33.9
1245,Enterobacter_cloacae,acrC,78.7
1246,Enterobacter_cloacae,lcdC,19.9
1247,Enterobacter_cloacae,pct,56.8
1248,Enterobacter_hormaechei,acrC,76.2
1249,Enterobacter_hormaechei,lcdC,19.9
1250,Enterobacter_hormaechei,pct,33.9
1251,Enterobacter_ludwigii,acrC,75.5
1252,Enterobacter_ludwigii,lcdC,19.8
1253,Enterobacter_ludwigii,pct,56.9
1254,Enterobacter_massiliensis,acrC,75.7
1255,Enterobacter_massiliensis,lcdC,22.1
1256,Enterobacter_massiliensis,pct,32.6
1257,Enterobacter_muelleri,acrC,76.2
1258,Enterobacter_muelleri,lcdC,19.5
1259,Enterobacter_muelleri,pct,58.6
1260,Enterocloster-asparagiformis-DSM-15981-MAF-2,acrC,346.2
1261,Enterocloster-asparagiformis-DSM-15981-MAF-2,lcdA,356.4
1262,Enterocloster-asparagiformis-DSM-15981-MAF-2,lcdB,425.4
1263,Enterocloster-asparagiformis-DSM-15981-MAF-2,lcdC,364.5
1264,Enterocloster-asparagiformis-DSM-15981-MAF-2,pct,20.2
1265,Enterocloster-bolteae-ATCC-BAA-613-MAF-2,lcdA,28.8
1266,Enterocloster-bolteae-ATCC-BAA-613-MAF-2,lcdB,60.6
1267,Enterocloster-bolteae-ATCC-BAA-613-MAF-2,lcdC,246.9
1268,Enterocloster-bolteae-ATCC-BAA-613-MAF-2,pct,638.5
1269,Enterococcus_asini,lcdC,264.5
1270,Enterococcus_avium,lcdA,28.0
1271,Enterococcus_avium,lcdB,117.9
1272,Enterococcus_avium,lcdC,258.7
1273,Enterococcus_caccae,lcdC,249.3
1274,Enterococcus_caccae,pct,13.6
1275,Enterococcus_casseliflavus,lcdC,248.6
1276,Enterococcus_casseliflavus,pct,26.6
1277,Enterococcus_cecorum,lcdC,256.6
1278,Enterococcus_dispar,lcdC,257.6
1279,Enterococcus_durans,lcdC,260.5
1280,Enterococcus_durans,pct,25.1
1281,Enterococcus_faecalis,lcdC,249.3
1282,Enterococcus_faecalis,pct,14.3
1283,Enterococcus_faecium,lcdC,25.6
1284,Enterococcus_gallinarum,lcdC,258.3
1285,Enterococcus_gallinarum,pct,24.8
1286,Enterococcus_hirae,lcdC,24.3
1287,Enterococcus_phoeniculicola,lcdC,257.7
1288,Enterococcus_phoeniculicola,pct,84.7
1289,Enterococcus_pseudoavium,lcdA,25.4
1290,Enterococcus_pseudoavium,lcdB,118.9
1291,Enterococcus_pseudoavium,lcdC,256.4
1292,Enterococcus_saccharolyticus,lcdC,23.7
1293,Enterococcus_sulfureus,lcdC,25.2
1294,Enterovibrio_nigricans,acrC,67.0
1295,Enterovibrio_nigricans,lcdC,19.4
1296,Enterovibrio_nigricans,pct,758.0
1297,Erysipelatoclostridium_ramosum,lcdB,13.8
1298,Erysipelatoclostridium_ramosum,lcdC,259.2
1299,Escherichia_albertii,acrC,354.9
1300,Escherichia_albertii,lcdA,388.6
1301,Escherichia_albertii,lcdB,403.4
1302,Escherichia_albertii,lcdC,342.2
1303,Escherichia_albertii,pct,656.9
1304,Escherichia_coli,acrC,163.5
1305,Escherichia_coli,lcdA,24.2
1306,Escherichia_coli,lcdB,86.2
1307,Escherichia_coli,lcdC,265.2
1308,Escherichia_coli,pct,658.1
1309,Escherichia_fergusonii,acrC,159.0
1310,Escherichia_fergusonii,lcdA,21.9
1311,Escherichia_fergusonii,lcdB,83.2
1312,Escherichia_fergusonii,lcdC,269.3
1313,Escherichia_fergusonii,pct,592.2
1314,Escherichia_hermannii,acrC,76.1
1315,Escherichia_hermannii,lcdA,22.3
1316,Escherichia_hermannii,lcdB,89.3
1317,Escherichia_hermannii,lcdC,262.2
1318,Escherichia_hermannii,pct,81.4
1319,Eubacterium-siraeum-DSM-15702-MAF-2,lcdB,12.7
1320,Eubacterium-siraeum-DSM-15702-MAF-2,lcdC,258.3
1321,Eubacterium-ventriosum-ATCC-27560-MAF-2,acrC,414.0
1322,Eubacterium-ventriosum-ATCC-27560-MAF-2,lcdC,241.6
1323,Eubacterium_barkeri,acrC,539.7
1324,Eubacterium_barkeri,lcdA,343.8
1325,Eubacterium_barkeri,lcdB,380.8
1326,Eubacterium_barkeri,lcdC,352.5
1327,Eubacterium_barkeri,pct,59.2
1328,Eubacterium_biforme,acrC,408.6
1329,Eubacterium_biforme,lcdC,276.4
1330,Eubacterium_biforme,pct,820.8
1331,Eubacterium_callanderi,acrC,440.3
1332,Eubacterium_callanderi,lcdC,259.0
1333,Eubacterium_callanderi,pct,858.2
1334,Eubacterium_cellulosolvens,acrC,391.1
1335,Eubacterium_cellulosolvens,lcdC,251.5
1336,Eubacterium_contortum,acrC,299.6
1337,Eubacterium_contortum,lcdA,20.3
1338,Eubacterium_contortum,lcdB,99.9
1339,Eubacterium_contortum,lcdC,278.7
1340,Eubacterium_contortum,pct,646.1
1341,Eubacterium_coprostanoligenes,lcdC,25.2
1342,Eubacterium_cylindroides,acrC,412.3
1343,Eubacterium_cylindroides,lcdC,281.3
1344,Eubacterium_cylindroides,pct,809.0
1345,Eubacterium_desmolans,acrC,451.0
1346,Eubacterium_desmolans,lcdC,258.3
1347,Eubacterium_desmolans,pct,810.7
1348,Eubacterium_eligens,lcdA,33.9
1349,Eubacterium_eligens,lcdB,86.9
1350,Eubacterium_eligens,lcdC,274.2
1351,Eubacterium_hadrum,acrC,411.5
1352,Eubacterium_hadrum,lcdA,56.3
1353,Eubacterium_hadrum,lcdB,78.7
1354,Eubacterium_hadrum,lcdC,319.2
1355,Eubacterium_hadrum,pct,841.3
1356,Eubacterium_hallii,acrC,404.9
1357,Eubacterium_hallii,lcdA,29.0
1358,Eubacterium_hallii,lcdB,107.1
1359,Eubacterium_hallii,lcdC,298.3
1360,Eubacterium_limosum,acrC,440.3
1361,Eubacterium_limosum,lcdC,255.3
1362,Eubacterium_limosum,pct,862.6
1363,Eubacterium_moniliforme,acrC,442.6
1364,Eubacterium_moniliforme,lcdA,68.9
1365,Eubacterium_moniliforme,lcdB,103.3
1366,Eubacterium_moniliforme,lcdC,318.2
1367,Eubacterium_oxidoreducens,acrC,410.4
1368,Eubacterium_oxidoreducens,lcdB,92.9
1369,Eubacterium_oxidoreducens,lcdC,319.7
1370,Eubacterium_oxidoreducens,pct,109.7
1371,Eubacterium_ramulus,acrC,399.3
1372,Eubacterium_ramulus,lcdA,62.7
1373,Eubacterium_ramulus,lcdB,24.9
1374,Eubacterium_ramulus,lcdC,329.8
1375,Eubacterium_ramulus,pct,123.0
1376,Eubacterium_rectale,acrC,394.3
1377,Eubacterium_rectale,lcdA,61.7
1378,Eubacterium_rectale,lcdB,18.4
1379,Eubacterium_rectale,lcdC,306.9
1380,Eubacterium_ruminantium,acrC,401.8
1381,Eubacterium_ruminantium,lcdC,251.1
1382,Eubacterium_tenue,lcdA,33.0
1383,Eubacterium_tenue,lcdB,110.3
1384,Eubacterium_tenue,lcdC,297.4
1385,Eubacterium_xylanophilum,acrC,415.3
1386,Eubacterium_xylanophilum,lcdC,235.5
1387,Exiguobacterium_aurantiacum,acrC,230.6
1388,Exiguobacterium_aurantiacum,lcdC,25.1
1389,Facklamia_tabacinasalis,acrC,128.5
1390,Facklamia_tabacinasalis,lcdC,23.1
1391,Facklamia_tabacinasalis,pct,673.8
1392,Faecalibacterium_prausnitzii,acrC,383.3
1393,Faecalibacterium_prausnitzii,lcdC,275.4
1394,Faecalitalea_cylindroides,acrC,412.3
1395,Faecalitalea_cylindroides,lcdC,281.3
1396,Faecalitalea_cylindroides,pct,809.0
1397,Ferrimonas_balearica,acrC,324.2
1398,Ferrimonas_balearica,lcdC,16.8
1399,Ferrimonas_balearica,pct,63.1
1400,Filifactor_alocis,acrC,421.0
1401,Filifactor_alocis,lcdA,361.1
1402,Filifactor_alocis,lcdB,346.4
1403,Filifactor_alocis,lcdC,375.8
1404,Filifactor_alocis,pct,21.5
1405,Finegoldia_magna,acrC,90.4
1406,Finegoldia_magna,lcdA,27.4
1407,Finegoldia_magna,lcdB,109.6
1408,Finegoldia_magna,lcdC,314.8
1409,Flavobacterium_cheniae,acrC,364.3
1410,Flavobacterium_cheniae,lcdC,14.3
1411,Flavobacterium_cheniae,pct,58.5
1412,Flavobacterium_daejeonense,acrC,368.9
1413,Flavobacterium_daejeonense,lcdC,28.4
1414,Flavobacterium_daejeonense,pct,63.4
1415,Flavobacterium_lindanitolerans,acrC,352.4
1416,Flavobacterium_lindanitolerans,pct,56.1
1417,Flavobacterium_mizutaii,acrC,383.7
1418,Flavobacterium_mizutaii,lcdC,17.7
1419,Flavobacterium_mizutaii,pct,60.6
1420,Flavobacterium_oncorhynchi,acrC,354.8
1421,Flavobacterium_oncorhynchi,lcdC,32.0
1422,Flavobacterium_oncorhynchi,pct,63.6
1423,Flavonifractor_plautii,acrC,431.8
1424,Flavonifractor_plautii,lcdA,41.6
1425,Flavonifractor_plautii,lcdC,298.7
1426,Flavonifractor_plautii,pct,776.2
1427,Fusicatenibacter_saccharivorans,lcdC,243.8
1428,Fusobacterium_gonidiaformans,acrC,422.3
1429,Fusobacterium_gonidiaformans,lcdA,364.9
1430,Fusobacterium_gonidiaformans,lcdB,338.4
1431,Fusobacterium_gonidiaformans,lcdC,381.1
1432,Fusobacterium_gonidiaformans,pct,104.0
1433,Fusobacterium_mortiferum,acrC,448.5
1434,Fusobacterium_mortiferum,lcdA,29.8
1435,Fusobacterium_mortiferum,lcdB,122.0
1436,Fusobacterium_mortiferum,lcdC,296.1
1437,Fusobacterium_mortiferum,pct,771.6
1438,Fusobacterium_necrogenes,acrC,446.3
1439,Fusobacterium_necrogenes,lcdC,253.4
1440,Fusobacterium_necrogenes,pct,785.4
1441,Fusobacterium_necrophorum,acrC,555.5
1442,Fusobacterium_necrophorum,lcdA,888.4
1443,Fusobacterium_necrophorum,lcdB,715.8
1444,Fusobacterium_necrophorum,lcdC,398.5
1445,Fusobacterium_necrophorum,pct,873.0
1446,Fusobacterium_nucleatum,acrC,428.6
1447,Fusobacterium_nucleatum,lcdA,369.3
1448,Fusobacterium_nucleatum,lcdB,340.6
1449,Fusobacterium_nucleatum,lcdC,374.8
1450,Fusobacterium_nucleatum,pct,102.3
1451,Fusobacterium_periodonticum,acrC,427.7
1452,Fusobacterium_periodonticum,lcdA,367.9
1453,Fusobacterium_periodonticum,lcdB,344.1
1454,Fusobacterium_periodonticum,lcdC,373.6
1455,Fusobacterium_periodonticum,pct,105.6
1456,Fusobacterium_russii,acrC,432.3
1457,Fusobacterium_russii,lcdA,366.7
1458,Fusobacterium_russii,lcdB,347.0
1459,Fusobacterium_russii,lcdC,375.8
1460,Fusobacterium_russii,pct,766.8
1461,Fusobacterium_varium,acrC,447.6
1462,Fusobacterium_varium,lcdA,368.5
1463,Fusobacterium_varium,lcdB,345.2
1464,Fusobacterium_varium,lcdC,374.0
1465,Fusobacterium_varium,pct,786.2
1466,Gallibacterium_anatis,lcdC,25.3
1467,Gemella_asaccharolytica,lcdC,17.5
1468,Gemella_haemolysans,acrC,68.8
1469,Gemella_haemolysans,lcdC,27.4
1470,Gemella_morbillorum,lcdC,30.3
1471,Gemella_sanguinis,lcdC,29.2
1472,Gemmiger_formicilis,acrC,374.7
1473,Gemmiger_formicilis,lcdC,270.2
1474,Geobacillus_stearothermophilus,acrC,139.6
1475,Geobacillus_stearothermophilus,lcdC,22.0
1476,Geobacillus_vulcani,acrC,443.3
1477,Geobacillus_vulcani,lcdC,31.2
1478,Georgenia_muralis,acrC,193.9
1479,Georgenia_muralis,lcdC,20.0
1480,Georgenia_muralis,pct,498.2
1481,Georgenia_satyanarayanai,acrC,42.9
1482,Georgenia_satyanarayanai,lcdC,15.2
1483,Glutamicibacter_protophormiae,acrC,257.7
1484,Glutamicibacter_protophormiae,pct,59.8
1485,Gordonia_rubripertincta,acrC,326.7
1486,Gordonia_rubripertincta,lcdC,19.0
1487,Gordonia_rubripertincta,pct,57.3
1488,Gordonia_terrae,acrC,324.9
1489,Gordonia_terrae,lcdC,22.1
1490,Gordonia_terrae,pct,537.2
1491,Gordonibacter_pamelaeae,acrC,173.3
1492,Gordonibacter_pamelaeae,lcdB,89.1
1493,Gordonibacter_pamelaeae,lcdC,279.0
1494,Granulicatella-adiacens-ATCC-49175-MAF-2,acrC,36.9
1495,Granulicatella-adiacens-ATCC-49175-MAF-2,lcdC,20.5
1496,Granulicatella-adiacens-ATCC-49175-MAF-2,pct,24.2
1497,Granulicatella_elegans,acrC,25.4
1498,Granulicatella_elegans,lcdC,18.8
1499,Grimontia_hollisae,acrC,67.9
1500,Grimontia_hollisae,lcdC,21.4
1501,Haemophilus_haemolyticus,acrC,75.2
1502,Haemophilus_haemolyticus,lcdC,21.5
1503,Haemophilus_influenzae,lcdC,23.7
1504,Haemophilus_influenzae,pct,77.4
1505,Haemophilus_parainfluenzae,lcdC,15.8
1506,Haemophilus_paraphrohaemolyticus,acrC,23.3
1507,Haemophilus_paraphrohaemolyticus,lcdC,16.1
1508,Haemophilus_pittmaniae,lcdC,15.8
1509,Haemophilus_sputorum,acrC,23.5
1510,Haemophilus_sputorum,lcdC,33.6
1511,Hafnia_alvei,acrC,154.5
1512,Hafnia_alvei,lcdA,24.1
1513,Hafnia_alvei,lcdB,84.2
1514,Hafnia_alvei,lcdC,261.1
1515,Hafnia_alvei,pct,28.6
1516,Hafnia_paralvei,acrC,155.8
1517,Hafnia_paralvei,lcdA,23.0
1518,Hafnia_paralvei,lcdB,79.0
1519,Hafnia_paralvei,lcdC,266.1
1520,Hafnia_paralvei,pct,81.0
1521,Helicobacter_bilis,lcdC,22.2
1522,Helicobacter_bilis,pct,59.4
1523,Helicobacter_canadensis,acrC,111.0
1524,Helicobacter_canadensis,lcdC,22.2
1525,Helicobacter_cinaedi,acrC,124.5
1526,Helicobacter_cinaedi,lcdC,17.6
1527,Helicobacter_pametensis,lcdC,14.7
1528,Helicobacter_pullorum,acrC,121.3
1529,Helicobacter_pullorum,lcdC,23.3
1530,Helicobacter_pylori,lcdA,11.4
1531,Helicobacter_pylori,lcdC,17.7
1532,Helicobacter_pylori,pct,64.1
1533,Helicobacter_rodentium,lcdC,14.0
1534,Helicobacter_winghamensis,acrC,102.3
1535,Helicobacter_winghamensis,lcdC,18.5
1536,Herbaspirillum_huttiense,acrC,312.4
1537,Herbaspirillum_huttiense,lcdC,25.4
1538,Herbaspirillum_huttiense,pct,75.3
1539,Herbaspirillum_massiliense,acrC,361.5
1540,Herbaspirillum_massiliense,lcdC,17.3
1541,Herbaspirillum_massiliense,pct,75.4
1542,Herminiimonas_contaminans,acrC,116.9
1543,Herminiimonas_contaminans,lcdC,15.2
1544,Herminiimonas_contaminans,pct,74.3
1545,Hespellia_stercorisuis,lcdA,34.6
1546,Hespellia_stercorisuis,lcdB,94.8
1547,Hespellia_stercorisuis,lcdC,290.8
1548,Holdemanella_biformis,acrC,408.6
1549,Holdemanella_biformis,lcdC,276.4
1550,Holdemanella_biformis,pct,820.8
1551,Holdemania_filiformis,lcdC,274.8
1552,Holdemania_massiliensis,lcdC,274.5
1553,Hungatella_hathewayi,acrC,287.1
1554,Hungatella_hathewayi,lcdC,250.0
1555,Hungatella_hathewayi,pct,37.1
1556,Hydrogenoanaerobacterium_saccharovorans,lcdC,278.4
1557,Hymenobacter_rigui,acrC,373.2
1558,Hymenobacter_rigui,lcdC,27.8
1559,Hymenobacter_rigui,pct,56.4
1560,Hyphomicrobium_facile,acrC,225.0
1561,Hyphomicrobium_facile,lcdC,15.0
1562,Hyphomicrobium_facile,pct,740.2
1563,Intestinibacter-bartlettii-DSM-16795-MAF-2,lcdB,103.4
1564,Intestinibacter-bartlettii-DSM-16795-MAF-2,lcdC,292.1
1565,Intestinimonas_butyriciproducens,acrC,493.4
1566,Intestinimonas_butyriciproducens,lcdA,405.6
1567,Intestinimonas_butyriciproducens,lcdB,423.8
1568,Intestinimonas_butyriciproducens,lcdC,352.2
1569,Intestinimonas_butyriciproducens,pct,784.4
1570,Janibacter_anophelis,acrC,282.7
1571,Janibacter_anophelis,pct,61.5
1572,Janibacter_limosus,acrC,285.8
1573,Janibacter_limosus,pct,60.5
1574,Janibacter_terrae,acrC,287.0
1575,Janibacter_terrae,pct,60.9
1576,Jeotgalicoccus_halotolerans,acrC,103.5
1577,Jeotgalicoccus_halotolerans,lcdC,17.0
1578,Jeotgalicoccus_halotolerans,pct,536.8
1579,Kallipyga_massiliensis,acrC,433.4
1580,Kallipyga_massiliensis,lcdA,364.4
1581,Kallipyga_massiliensis,lcdB,387.1
1582,Kallipyga_massiliensis,lcdC,357.8
1583,Kallipyga_massiliensis,pct,19.3
1584,Kandleria_vitulina,lcdC,265.1
1585,Kerstersia_gyiorum,acrC,88.6
1586,Kerstersia_gyiorum,lcdC,15.7
1587,Kerstersia_gyiorum,pct,742.1
1588,Kingella_oralis,acrC,119.0
1589,Kingella_oralis,lcdC,14.9
1590,Kingella_oralis,pct,26.7
1591,Klebsiella_oxytoca,acrC,74.5
1592,Klebsiella_oxytoca,lcdA,21.2
1593,Klebsiella_oxytoca,lcdB,72.0
1594,Klebsiella_oxytoca,lcdC,262.5
1595,Klebsiella_oxytoca,pct,604.2
1596,Klebsiella_pneumoniae,acrC,74.7
1597,Klebsiella_pneumoniae,lcdA,19.0
1598,Klebsiella_pneumoniae,lcdB,77.9
1599,Klebsiella_pneumoniae,lcdC,264.6
1600,Klebsiella_pneumoniae,pct,604.2
1601,Kluyvera_ascorbata,acrC,76.6
1602,Kluyvera_ascorbata,lcdA,21.7
1603,Kluyvera_ascorbata,lcdB,85.6
1604,Kluyvera_ascorbata,lcdC,259.8
1605,Kluyvera_ascorbata,pct,47.1
1606,Kluyvera_georgiana,acrC,76.3
1607,Kluyvera_georgiana,lcdA,21.4
1608,Kluyvera_georgiana,lcdB,82.2
1609,Kluyvera_georgiana,lcdC,262.0
1610,Kluyvera_georgiana,pct,49.4
1611,Kocuria_halotolerans,acrC,132.1
1612,Kocuria_halotolerans,lcdC,12.9
1613,Kocuria_halotolerans,pct,59.9
1614,Kocuria_kristinae,acrC,129.5
1615,Kocuria_kristinae,pct,38.9
1616,Kocuria_palustris,acrC,150.1
1617,Kocuria_palustris,lcdC,18.9
1618,Kocuria_palustris,pct,63.7
1619,Kocuria_polaris,acrC,248.4
1620,Kocuria_polaris,lcdC,19.9
1621,Kocuria_polaris,pct,66.1
1622,Kocuria_rhizophila,acrC,257.3
1623,Kocuria_rhizophila,lcdC,14.7
1624,Kocuria_rhizophila,pct,46.6
1625,Kocuria_rosea,acrC,250.5
1626,Kocuria_rosea,lcdC,20.0
1627,Kocuria_rosea,pct,66.0
1628,Kocuria_salsicia,acrC,157.0
1629,Kocuria_salsicia,lcdC,17.6
1630,Kocuria_salsicia,pct,57.7
1631,Kurthia_gibsonii,acrC,399.7
1632,Kurthia_gibsonii,lcdC,23.3
1633,Kurthia_gibsonii,pct,18.1
1634,Kurthia_massiliensis,acrC,401.6
1635,Kurthia_massiliensis,lcdC,25.5
1636,Kurthia_massiliensis,pct,64.1
1637,Kurthia_senegalensis,acrC,411.0
1638,Kurthia_senegalensis,lcdC,22.1
1639,Kurthia_senegalensis,pct,70.7
1640,Kytococcus_schroeteri,acrC,311.3
1641,Kytococcus_schroeteri,lcdC,16.6
1642,Kytococcus_schroeteri,pct,62.7
1643,Kytococcus_sedentarius,acrC,305.4
1644,Kytococcus_sedentarius,lcdC,18.6
1645,Kytococcus_sedentarius,pct,70.6
1646,Lachnoanaerobaculum_saburreum,acrC,333.9
1647,Lachnoanaerobaculum_saburreum,lcdA,399.4
1648,Lachnoanaerobaculum_saburreum,lcdB,376.9
1649,Lachnoanaerobaculum_saburreum,lcdC,339.0
1650,Lachnoanaerobaculum_saburreum,pct,787.2
1651,Lachnoanaerobaculum_umeaense,acrC,406.3
1652,Lachnoanaerobaculum_umeaense,lcdA,26.2
1653,Lachnoanaerobaculum_umeaense,lcdB,109.0
1654,Lachnoanaerobaculum_umeaense,lcdC,298.5
1655,Lachnoanaerobaculum_umeaense,pct,796.7
1656,Lachnobacterium_bovis,acrC,405.5
1657,Lachnobacterium_bovis,lcdC,243.6
1658,Lachnospira-eligens-ATCC-27750-MAF-2,lcdA,33.9
1659,Lachnospira-eligens-ATCC-27750-MAF-2,lcdB,86.9
1660,Lachnospira-eligens-ATCC-27750-MAF-2,lcdC,274.2
1661,Lachnospira_pectinoschiza,lcdB,15.5
1662,Lachnospira_pectinoschiza,lcdC,240.3
1663,Lactobacillus-ruminis-ATCC-25644-MAF-2,lcdC,264.7
1664,Lactobacillus_acidophilus,lcdC,17.8
1665,Lactobacillus_agilis,lcdC,18.0
1666,Lactobacillus_alimentarius,lcdC,18.6
1667,Lactobacillus_alimentarius,pct,19.2
1668,Lactobacillus_amylovorus,lcdC,18.1
1669,Lactobacillus_animalis,lcdC,18.7
1670,Lactobacillus_antri,lcdC,263.2
1671,Lactobacillus_brevis,acrC,185.2
1672,Lactobacillus_brevis,lcdC,26.7
1673,Lactobacillus_buchneri,acrC,198.7
1674,Lactobacillus_buchneri,lcdC,21.4
1675,Lactobacillus_casei,lcdC,19.7
1676,Lactobacillus_casei,pct,19.2
1677,Lactobacillus_coryniformis,lcdC,248.0
1678,Lactobacillus_coryniformis,pct,17.9
1679,Lactobacillus_crispatus,lcdC,21.9
1680,Lactobacillus_curvatus,lcdC,19.0
1681,Lactobacillus_delbrueckii,acrC,182.0
1682,Lactobacillus_delbrueckii,lcdC,15.8
1683,Lactobacillus_farciminis,acrC,184.0
1684,Lactobacillus_farciminis,lcdC,20.4
1685,Lactobacillus_farciminis,pct,715.6
1686,Lactobacillus_fermentum,lcdC,27.3
1687,Lactobacillus_gasseri,lcdC,20.6
1688,Lactobacillus_gastricus,lcdC,31.8
1689,Lactobacillus_helveticus,lcdC,18.7
1690,Lactobacillus_iners,lcdC,17.6
1691,Lactobacillus_jensenii,lcdC,18.0
1692,Lactobacillus_johnsonii,lcdC,18.9
1693,Lactobacillus_kalixensis,lcdC,18.2
1694,Lactobacillus_mindensis,lcdC,18.6
1695,Lactobacillus_mucosae,lcdC,27.3
1696,Lactobacillus_oris,lcdC,264.0
1697,Lactobacillus_parabuchneri,acrC,197.5
1698,Lactobacillus_parabuchneri,lcdC,21.1
1699,Lactobacillus_parabuchneri,pct,12.4
1700,Lactobacillus_paracasei,lcdC,19.7
1701,Lactobacillus_paracasei,pct,18.5
1702,Lactobacillus_pentosus,acrC,245.9
1703,Lactobacillus_pentosus,lcdC,21.2
1704,Lactobacillus_pentosus,pct,19.0
1705,Lactobacillus_plantarum,acrC,28.0
1706,Lactobacillus_plantarum,lcdC,22.2
1707,Lactobacillus_reuteri,lcdC,27.5
1708,Lactobacillus_rhamnosus,lcdB,12.2
